app_user_id,app_user_name,app_account_id,seat_tiers_array,signup_date,is_account_owner,is_internal_user
app_user_0000059,User BG,app_acct_000030,"[""Tier 1""]",2025-08-05,False,False
app_user_0000060,User BH,app_acct_000031,"[""Tier 1""]",2025-08-23,True,False
app_user_0000061,User BI,app_acct_000032,"[""Tier 4""]",2025-10-05,True,False
app_user_0000062,User BJ,app_acct_000032,"[""Tier 1""]",2025-11-03,False,False
app_user_0000063,User BK,app_acct_000033,"[""Tier 3""]",2026-01-02,True,False
app_user_0000064,User BL,app_acct_000033,"[""Other""]",2026-03-03,False,False
app_user_0000065,User BM,app_acct_000034,"[""Tier 2""]",2025-03-17,True,False
app_user_0000066,User BN,app_acct_000035,"[""Other""]",2026-02-03,True,False
app_user_0000067,User BO,app_acct_000035,"[""Other""]",2025-07-15,False,False
app_user_0000068,User BP,app_acct_000036,"[""Tier 1""]",2024-09-12,True,False
app_user_0000069,User BQ,app_acct_000037,"[""Tier 1""]",2025-01-05,True,False
app_user_0000070,User BR,app_acct_000038,"[""Tier 1""]",2025-12-31,True,False
app_user_0000071,User BS,app_acct_000039,"[""Tier 1""]",2024-10-20,True,False
app_user_0000072,User BT,app_acct_000040,"[""Tier 3"", ""Internal""]",2025-01-15,True,False
app_user_0000073,User BU,app_acct_000040,"[""Tier 2""]",2025-01-15,False,False
app_user_0000074,User BV,app_acct_000040,"[""Tier 2""]",2024-12-23,False,False
app_user_0000075,User BW,app_acct_000040,"[""Other""]",2024-11-09,False,False
app_user_0000076,User BX,app_acct_000040,"[""Tier 3""]",2025-04-02,False,False
app_user_0000077,User BY,app_acct_000040,"[""Tier 1""]",2025-03-31,False,False
app_user_0000078,User BZ,app_acct_000040,"[""Tier 2""]",2025-01-15,False,False
app_user_0000079,User CA,app_acct_000041,"[""Tier 1""]",2026-03-29,True,False
app_user_0000080,User CB,app_acct_000042,"[""Tier 1"", ""Internal""]",2026-01-13,True,True
app_user_0000081,User CC,app_acct_000042,"[""Tier 1"", ""Internal""]",2025-11-15,False,True
app_user_0000082,User CD,app_acct_000043,"[""Tier 3""]",2026-03-12,True,False
app_user_0000083,User CE,app_acct_000043,"[""Tier 2""]",2026-03-28,False,False
app_user_0000084,User CF,app_acct_000043,"[""Tier 3""]",2026-02-17,False,False
app_user_0000085,User CG,app_acct_000043,"[""Tier 1""]",2026-02-09,False,False
app_user_0000086,User CH,app_acct_000044,"[""Tier 4""]",2026-01-23,True,False
app_user_0000087,User CI,app_acct_000044,"[""Tier 2""]",2026-04-12,False,False
app_user_0000088,User CJ,app_acct_000044,"[""Tier 2""]",2026-03-22,False,False
app_user_0000089,User CK,app_acct_000044,"[""Tier 1""]",2025-10-01,False,False
app_user_0000090,User CL,app_acct_000045,"[""Tier 2"", ""Internal""]",2025-12-08,True,True
app_user_0000091,User CM,app_acct_000046,"[""Tier 1""]",2025-09-23,True,False
app_user_0000092,User CN,app_acct_000047,"[""Tier 3""]",2025-05-09,True,False
app_user_0000093,User CO,app_acct_000048,"[""Tier 1""]",2026-04-30,True,False
app_user_0000094,User CP,app_acct_000049,"[""Tier 1""]",2025-05-07,True,False
app_user_0000095,User CQ,app_acct_000050,"[""Tier 4""]",2026-04-30,True,False
app_user_0000096,User CR,app_acct_000050,"[""Tier 3""]",2026-04-07,False,False
app_user_0000097,User CS,app_acct_000050,"[""Tier 2""]",2026-04-30,False,False
app_user_0000098,User CT,app_acct_000050,"[""Tier 4""]",2026-04-30,False,False
app_user_0000099,User CU,app_acct_000050,"[""Tier 2""]",2026-04-30,False,False
app_user_0000100,User CV,app_acct_000050,"[""Tier 3""]",2026-04-30,False,False
app_user_0000101,User CW,app_acct_000050,"[""Tier 1""]",2026-04-30,False,False
app_user_0000102,User CX,app_acct_000050,"[""Tier 3""]",2026-04-30,False,False
app_user_0000103,User CY,app_acct_000050,"[""Tier 3""]",2026-04-30,False,False
app_user_0000104,User CZ,app_acct_000050,"[""Tier 2""]",2026-04-30,False,False
app_user_0000105,User DA,app_acct_000051,"[""Internal"", ""Tier 2""]",2026-03-03,True,False
app_user_0000106,User DB,app_acct_000052,"[""Tier 2""]",2026-04-30,True,False
app_user_0000107,User DC,app_acct_000052,"[""Tier 4"", ""Tier 1""]",2026-04-30,False,False
app_user_0000108,User DD,app_acct_000052,"[""Tier 3""]",2026-02-12,False,False
app_user_0000109,User DE,app_acct_000052,"[""Tier 3""]",2026-04-30,False,False
app_user_0000110,User DF,app_acct_000052,"[""Other""]",2026-04-30,False,False
app_user_0000111,User DG,app_acct_000053,"[""Other""]",2026-04-30,True,False
app_user_0000112,User DH,app_acct_000054,"[""Tier 1""]",2025-09-29,True,False
app_user_0000113,User DI,app_acct_000055,"[""Tier 4""]",2026-02-20,True,False
app_user_0000114,User DJ,app_acct_000056,"[""Tier 1""]",2026-01-30,True,False
app_user_0000115,User DK,app_acct_000057,"[""Tier 1""]",2025-09-13,True,False
app_user_0000116,User DL,app_acct_000058,"[""Tier 1""]",2026-04-30,True,False
app_user_0000117,User DM,app_acct_000059,"[""Tier 1""]",2026-02-09,True,False
app_user_0000118,User DN,app_acct_000060,"[""Tier 3""]",2025-06-07,True,False
app_user_0000119,User DO,app_acct_000061,"[""Tier 3""]",2026-01-30,True,False
app_user_0000120,User DP,app_acct_000061,"[""Tier 2""]",2025-08-16,False,False
app_user_0000121,User DQ,app_acct_000062,"[""Tier 3""]",2026-04-30,True,False
app_user_0000122,User DR,app_acct_000063,"[""Tier 3""]",2026-04-30,True,False
app_user_0000123,User DS,app_acct_000063,"[""Tier 3""]",2026-04-07,False,False
app_user_0000124,User DT,app_acct_000063,"[""Tier 2""]",2026-04-30,False,False
app_user_0000125,User DU,app_acct_000063,"[""Tier 1""]",2026-04-30,False,False
app_user_0000126,User DV,app_acct_000063,"[""Tier 2""]",2026-04-30,False,False
app_user_0000127,User DW,app_acct_000063,"[""Tier 3""]",2026-04-30,False,False
app_user_0000128,User DX,app_acct_000064,"[""Tier 1"", ""Internal""]",2026-04-30,True,True
app_user_0000129,User DY,app_acct_000065,"[""Internal""]",2026-03-13,True,False
app_user_0000130,User DZ,app_acct_000066,"[""Tier 2""]",2026-02-05,True,False
app_user_0000131,User EA,app_acct_000067,"[""Tier 1"", ""Internal""]",2026-04-17,True,False
app_user_0000132,User EB,app_acct_000068,"[""Internal""]",2025-07-02,True,False
app_user_0000133,User EC,app_acct_000069,"[""Tier 2""]",2025-10-28,True,False
app_user_0000134,User ED,app_acct_000070,"[""Tier 2""]",2026-03-11,True,False
app_user_0000135,User EE,app_acct_000070,"[""Other""]",2026-03-21,False,False
app_user_0000136,User EF,app_acct_000070,"[""Tier 1""]",2026-04-30,False,False
app_user_0000137,User EG,app_acct_000071,"[""Tier 1""]",2026-04-30,True,False
app_user_0000138,User EH,app_acct_000072,"[""Other""]",2025-01-04,True,False
app_user_0000139,User EI,app_acct_000073,"[""Tier 1""]",2024-12-07,True,False
app_user_0000140,User EJ,app_acct_000073,"[""Tier 1""]",2025-02-08,False,False
app_user_0000141,User EK,app_acct_000073,"[""Tier 1"", ""Other""]",2024-11-12,False,False
app_user_0000142,User EL,app_acct_000073,"[""Tier 1""]",2024-11-04,False,False
app_user_0000143,User EM,app_acct_000073,"[""Tier 2""]",2025-01-03,False,False
app_user_0000144,User EN,app_acct_000074,"[""Tier 1""]",2026-04-30,True,False
app_user_0000145,User EO,app_acct_000074,"[""Tier 2""]",2026-01-24,False,False
app_user_0000146,User EP,app_acct_000075,"[""Tier 1""]",2026-04-30,True,False
app_user_0000147,User EQ,app_acct_000076,"[""Tier 1""]",2026-04-30,True,False
app_user_0000148,User ER,app_acct_000076,"[""Tier 2""]",2026-04-30,False,False
app_user_0000149,User ES,app_acct_000077,"[""Tier 1""]",2025-02-06,True,False
app_user_0000150,User ET,app_acct_000077,"[""Tier 1""]",2024-12-25,False,False
app_user_0000151,User EU,app_acct_000077,"[""Other""]",2025-05-08,False,False
app_user_0000152,User EV,app_acct_000077,"[""Tier 2""]",2025-04-05,False,False
app_user_0000153,User EW,app_acct_000078,"[""Internal""]",2024-12-21,True,False
app_user_0000154,User EX,app_acct_000078,"[""Tier 1""]",2024-09-05,False,False
app_user_0000155,User EY,app_acct_000078,"[""Other""]",2024-12-12,False,False
app_user_0000156,User EZ,app_acct_000078,"[""Tier 4""]",2024-10-05,False,False
app_user_0000157,User FA,app_acct_000079,"[""Tier 4""]",2025-05-11,True,False
app_user_0000158,User FB,app_acct_000080,"[""Tier 1""]",2025-12-28,True,False
app_user_0000159,User FC,app_acct_000080,"[""Tier 2""]",2026-04-04,False,False
app_user_0000160,User FD,app_acct_000080,"[""Tier 1""]",2026-02-25,False,False
app_user_0000161,User FE,app_acct_000081,"[""Tier 1""]",2025-11-14,True,False
app_user_0000162,User FF,app_acct_000082,"[""Tier 1""]",2026-04-30,True,False
app_user_0000163,User FG,app_acct_000083,"[""Tier 3""]",2025-11-18,True,False
app_user_0000164,User FH,app_acct_000084,"[""Tier 2""]",2026-04-30,True,False
app_user_0000165,User FI,app_acct_000085,"[""Tier 1""]",2024-12-11,True,False
app_user_0000166,User FJ,app_acct_000086,"[""Tier 1""]",2026-02-01,True,False
app_user_0000167,User FK,app_acct_000087,"[""Tier 3""]",2026-04-30,True,False
app_user_0000168,User FL,app_acct_000088,"[""Tier 2""]",2025-09-24,True,False
app_user_0000169,User FM,app_acct_000088,"[""Tier 1""]",2025-08-09,False,False
app_user_0000170,User FN,app_acct_000089,"[""Tier 2"", ""Tier 1""]",2026-04-30,True,False
app_user_0000171,User FO,app_acct_000089,"[""Tier 1"", ""Internal""]",2026-04-30,False,False
app_user_0000172,User FP,app_acct_000089,"[""Tier 1"", ""Tier 4""]",2026-04-30,False,False
app_user_0000173,User FQ,app_acct_000089,"[""Tier 3""]",2026-04-26,False,False
app_user_0000174,User FR,app_acct_000089,"[""Tier 1""]",2026-04-30,False,False
app_user_0000175,User FS,app_acct_000089,"[""Tier 4""]",2026-04-30,False,False
app_user_0000176,User FT,app_acct_000089,"[""Tier 2""]",2026-04-30,False,False
app_user_0000177,User FU,app_acct_000089,"[""Tier 1""]",2026-04-28,False,False
app_user_0000178,User FV,app_acct_000089,"[""Internal""]",2026-04-30,False,False
app_user_0000179,User FW,app_acct_000089,"[""Tier 1""]",2026-04-24,False,False
app_user_0000180,User FX,app_acct_000089,"[""Tier 2""]",2026-04-30,False,False
app_user_0000181,User FY,app_acct_000089,"[""Tier 1""]",2026-03-31,False,False
app_user_0000182,User FZ,app_acct_000089,"[""Tier 3""]",2026-04-30,False,False
app_user_0000183,User GA,app_acct_000090,"[""Tier 3""]",2026-04-30,True,False
app_user_0000184,User GB,app_acct_000090,"[""Other""]",2026-04-30,False,False
app_user_0000185,User GC,app_acct_000090,"[""Tier 1"", ""Other""]",2026-04-30,False,False
app_user_0000186,User GD,app_acct_000091,"[""Tier 1""]",2025-12-29,True,False
app_user_0000187,User GE,app_acct_000092,"[""Tier 3""]",2026-04-30,True,False
app_user_0000188,User GF,app_acct_000093,"[""Tier 2""]",2026-04-30,True,False
app_user_0000189,User GG,app_acct_000094,"[""Tier 2""]",2025-12-17,True,False
app_user_0000190,User GH,app_acct_000095,"[""Tier 2""]",2025-09-09,True,False
app_user_0000191,User GI,app_acct_000095,"[""Tier 2""]",2025-04-25,False,False
app_user_0000192,User GJ,app_acct_000095,"[""Tier 2""]",2025-04-26,False,False
app_user_0000193,User GK,app_acct_000096,"[""Tier 2""]",2026-01-22,True,False
app_user_0000194,User GL,app_acct_000097,"[""Tier 1""]",2026-01-26,True,False
app_user_0000195,User GM,app_acct_000097,"[""Tier 3""]",2026-04-10,False,False
app_user_0000196,User GN,app_acct_000098,"[""Other""]",2024-09-11,True,False
app_user_0000197,User GO,app_acct_000098,"[""Tier 2""]",2024-06-22,False,False
app_user_0000198,User GP,app_acct_000098,"[""Tier 1""]",2024-08-07,False,False
app_user_0000199,User GQ,app_acct_000099,"[""Tier 3""]",2025-11-23,True,False
app_user_0000200,User GR,app_acct_000099,"[""Tier 1""]",2026-04-30,False,False
app_user_0000201,User GS,app_acct_000100,"[""Tier 2""]",2026-03-16,True,False
app_user_0000202,User GT,app_acct_000100,"[""Tier 1""]",2026-04-30,False,False
app_user_0000203,User GU,app_acct_000101,"[""Tier 1""]",2026-04-30,True,False
app_user_0000204,User GV,app_acct_000102,"[""Tier 1""]",2026-04-30,True,False
app_user_0000205,User GW,app_acct_000102,"[""Tier 1"", ""Internal""]",2026-04-30,False,False
app_user_0000206,User GX,app_acct_000102,"[""Tier 3""]",2026-04-30,False,False
app_user_0000207,User GY,app_acct_000103,"[""Tier 1""]",2025-07-12,True,False
app_user_0000208,User GZ,app_acct_000103,"[""Tier 1""]",2025-12-03,False,False
app_user_0000209,User HA,app_acct_000104,"[""Tier 1""]",2026-04-30,True,False
app_user_0000210,User HB,app_acct_000104,"[""Tier 1""]",2026-04-30,False,False
app_user_0000211,User HC,app_acct_000105,"[""Tier 3""]",2026-01-08,True,False
app_user_0000212,User HD,app_acct_000106,"[""Tier 3""]",2025-12-30,True,False
app_user_0000213,User HE,app_acct_000107,"[""Tier 3""]",2025-10-21,True,False
app_user_0000214,User HF,app_acct_000107,"[""Tier 1"", ""Tier 3""]",2025-07-03,False,False
app_user_0000215,User HG,app_acct_000107,"[""Tier 2""]",2025-03-26,False,False
app_user_0000216,User HH,app_acct_000107,"[""Tier 1""]",2025-08-08,False,False
app_user_0000217,User HI,app_acct_000107,"[""Tier 2""]",2025-03-06,False,False
app_user_0000218,User HJ,app_acct_000107,"[""Tier 1""]",2025-10-18,False,False
app_user_0000219,User HK,app_acct_000107,"[""Tier 2""]",2025-03-06,False,False
app_user_0000220,User HL,app_acct_000107,"[""Tier 1""]",2025-05-31,False,False
app_user_0000221,User HM,app_acct_000107,"[""Tier 1""]",2025-06-10,False,False
app_user_0000222,User HN,app_acct_000108,"[""Tier 4""]",2025-12-20,True,False
app_user_0000223,User HO,app_acct_000109,"[""Tier 1""]",2026-04-30,True,False
app_user_0000224,User HP,app_acct_000110,"[""Internal""]",2026-04-30,True,False
app_user_0000225,User HQ,app_acct_000111,"[""Tier 1""]",2025-12-09,True,False
app_user_0000226,User HR,app_acct_000112,"[""Tier 2""]",2025-12-23,True,False
app_user_0000227,User HS,app_acct_000113,"[""Tier 1""]",2025-02-15,True,False
app_user_0000228,User HT,app_acct_000114,"[""Tier 3""]",2026-03-25,True,False
app_user_0000229,User HU,app_acct_000115,"[""Tier 2""]",2025-10-29,True,False
app_user_0000230,User HV,app_acct_000115,"[""Tier 1""]",2025-06-30,False,False
app_user_0000231,User HW,app_acct_000115,"[""Tier 3""]",2025-09-17,False,False
app_user_0000232,User HX,app_acct_000115,"[""Tier 2""]",2025-09-26,False,False
app_user_0000233,User HY,app_acct_000115,"[""Tier 1""]",2025-12-17,False,False
app_user_0000234,User HZ,app_acct_000116,"[""Tier 1""]",2026-04-30,True,False
app_user_0000235,User IA,app_acct_000117,"[""Tier 1""]",2026-04-30,True,False
app_user_0000236,User IB,app_acct_000118,"[""Tier 1""]",2025-04-04,True,False
app_user_0000237,User IC,app_acct_000119,"[""Tier 2"", ""Tier 3""]",2026-04-30,True,False
app_user_0000238,User ID,app_acct_000119,"[""Tier 1""]",2026-01-06,False,False
app_user_0000239,User IE,app_acct_000119,"[""Tier 2""]",2026-04-01,False,False
app_user_0000240,User IF,app_acct_000120,"[""Tier 1""]",2026-04-30,True,False
app_user_0000241,User IG,app_acct_000120,"[""Tier 2""]",2026-04-01,False,False
app_user_0000242,User IH,app_acct_000120,"[""Tier 3""]",2026-04-30,False,False
app_user_0000243,User II,app_acct_000121,"[""Tier 1""]",2024-09-29,True,False
app_user_0000244,User IJ,app_acct_000122,"[""Tier 3""]",2025-02-07,True,False
app_user_0000245,User IK,app_acct_000123,"[""Tier 1""]",2025-04-23,True,False
app_user_0000246,User IL,app_acct_000124,"[""Tier 2""]",2025-07-05,True,False
app_user_0000247,User IM,app_acct_000125,"[""Tier 2""]",2025-10-05,True,False
app_user_0000248,User IN,app_acct_000126,"[""Tier 2""]",2026-04-30,True,False
app_user_0000249,User IO,app_acct_000127,"[""Tier 3""]",2026-04-30,True,False
app_user_0000250,User IP,app_acct_000128,"[""Tier 2""]",2025-05-08,True,False
app_user_0000251,User IQ,app_acct_000129,"[""Tier 1""]",2026-04-30,True,False
app_user_0000252,User IR,app_acct_000130,"[""Internal""]",2025-11-16,True,False
app_user_0000253,User IS,app_acct_000131,"[""Tier 2""]",2025-05-23,True,False
app_user_0000254,User IT,app_acct_000132,"[""Tier 1""]",2026-01-11,True,False
app_user_0000255,User IU,app_acct_000133,"[""Other""]",2025-12-03,True,False
app_user_0000256,User IV,app_acct_000134,"[""Tier 1""]",2025-10-07,True,False
app_user_0000257,User IW,app_acct_000135,"[""Tier 3""]",2026-03-29,True,False
app_user_0000258,User IX,app_acct_000136,"[""Tier 1""]",2025-12-13,True,False
app_user_0000259,User IY,app_acct_000137,"[""Tier 1""]",2026-01-01,True,False
app_user_0000260,User IZ,app_acct_000138,"[""Tier 2""]",2026-04-30,True,False
app_user_0000261,User JA,app_acct_000138,"[""Tier 3""]",2026-04-30,False,False
app_user_0000262,User JB,app_acct_000138,"[""Tier 2"", ""Tier 3""]",2026-04-30,False,False
app_user_0000263,User JC,app_acct_000138,"[""Tier 3""]",2026-04-30,False,False
app_user_0000264,User JD,app_acct_000139,"[""Tier 1""]",2026-01-02,True,False
app_user_0000265,User JE,app_acct_000140,"[""Tier 1""]",2025-12-18,True,False
app_user_0000266,User JF,app_acct_000140,"[""Tier 3""]",2025-12-31,False,False
app_user_0000267,User JG,app_acct_000140,"[""Tier 4""]",2025-08-06,False,False
app_user_0000268,User JH,app_acct_000140,"[""Tier 3""]",2025-09-21,False,False
app_user_0000269,User JI,app_acct_000141,"[""Tier 1""]",2026-04-30,True,False
app_user_0000270,User JJ,app_acct_000142,"[""Tier 1""]",2026-04-24,True,False
app_user_0000271,User JK,app_acct_000143,"[""Tier 2"", ""Tier 3""]",2025-07-10,True,False
app_user_0000272,User JL,app_acct_000143,"[""Tier 2""]",2025-05-12,False,False
app_user_0000273,User JM,app_acct_000143,"[""Tier 4""]",2025-12-03,False,False
app_user_0000274,User JN,app_acct_000143,"[""Tier 2""]",2025-08-15,False,False
app_user_0000275,User JO,app_acct_000143,"[""Tier 1""]",2025-06-24,False,False
app_user_0000276,User JP,app_acct_000143,"[""Tier 2""]",2025-08-10,False,False
app_user_0000277,User JQ,app_acct_000143,"[""Tier 3""]",2025-11-19,False,False
app_user_0000278,User JR,app_acct_000143,"[""Tier 1""]",2025-06-16,False,False
app_user_0000279,User JS,app_acct_000143,"[""Tier 1""]",2025-09-25,False,False
app_user_0000280,User JT,app_acct_000143,"[""Tier 2"", ""Internal""]",2025-08-07,False,False
app_user_0000281,User JU,app_acct_000143,"[""Tier 1""]",2025-09-16,False,False
app_user_0000282,User JV,app_acct_000143,"[""Tier 4""]",2025-10-01,False,False
app_user_0000283,User JW,app_acct_000143,"[""Tier 3""]",2025-05-22,False,False
app_user_0000284,User JX,app_acct_000143,"[""Tier 2""]",2025-07-22,False,False
app_user_0000285,User JY,app_acct_000143,"[""Tier 2""]",2025-10-01,False,False
app_user_0000286,User JZ,app_acct_000143,"[""Tier 1"", ""Tier 2""]",2025-06-23,False,False
app_user_0000287,User KA,app_acct_000143,"[""Tier 2""]",2025-11-24,False,False
app_user_0000288,User KB,app_acct_000143,"[""Tier 2""]",2025-09-03,False,False
app_user_0000289,User KC,app_acct_000143,"[""Tier 2""]",2025-07-16,False,False
app_user_0000290,User KD,app_acct_000143,"[""Other""]",2025-06-20,False,False
app_user_0000291,User KE,app_acct_000143,"[""Tier 3""]",2025-10-21,False,False
app_user_0000292,User KF,app_acct_000143,"[""Tier 3""]",2025-06-15,False,False
app_user_0000293,User KG,app_acct_000144,"[""Tier 3""]",2025-08-24,True,False
app_user_0000294,User KH,app_acct_000145,"[""Tier 2""]",2026-02-18,True,False
app_user_0000295,User KI,app_acct_000145,"[""Tier 1""]",2026-02-08,False,False
app_user_0000296,User KJ,app_acct_000146,"[""Tier 1""]",2026-01-11,True,False
app_user_0000297,User KK,app_acct_000147,"[""Tier 1""]",2026-01-24,True,False
app_user_0000298,User KL,app_acct_000148,"[""Tier 2""]",2026-04-30,True,False
app_user_0000299,User KM,app_acct_000149,"[""Tier 3""]",2026-04-30,True,False
app_user_0000300,User KN,app_acct_000150,"[""Tier 1""]",2024-07-13,True,False
app_user_0000301,User KO,app_acct_000150,"[""Tier 1""]",2024-11-08,False,False
app_user_0000302,User KP,app_acct_000150,"[""Tier 2""]",2024-10-14,False,False
app_user_0000303,User KQ,app_acct_000151,"[""Tier 1"", ""Other""]",2024-10-24,True,False
app_user_0000304,User KR,app_acct_000152,"[""Tier 3""]",2026-04-30,True,False
app_user_0000305,User KS,app_acct_000153,"[""Tier 1""]",2026-04-30,True,False
app_user_0000306,User KT,app_acct_000154,"[""Tier 4""]",2026-04-30,True,False
app_user_0000307,User KU,app_acct_000154,"[""Tier 2""]",2026-04-30,False,False
app_user_0000308,User KV,app_acct_000154,"[""Tier 4""]",2026-04-30,False,False
app_user_0000309,User KW,app_acct_000155,"[""Tier 1""]",2025-12-07,True,False
app_user_0000310,User KX,app_acct_000155,"[""Tier 1""]",2025-10-26,False,False
app_user_0000311,User KY,app_acct_000155,"[""Tier 1""]",2025-07-17,False,False
app_user_0000312,User KZ,app_acct_000156,"[""Tier 1"", ""Internal""]",2025-03-23,True,True
app_user_0000313,User LA,app_acct_000156,"[""Tier 1"", ""Internal""]",2025-05-25,False,True
app_user_0000314,User LB,app_acct_000156,"[""Tier 2"", ""Internal""]",2025-01-07,False,True
app_user_0000315,User LC,app_acct_000156,"[""Tier 2"", ""Other"", ""Internal""]",2025-01-23,False,True
app_user_0000316,User LD,app_acct_000156,"[""Tier 1"", ""Internal""]",2025-01-25,False,True
app_user_0000317,User LE,app_acct_000156,"[""Tier 3"", ""Internal""]",2025-01-14,False,True
app_user_0000318,User LF,app_acct_000156,"[""Tier 2"", ""Internal""]",2025-02-10,False,True
app_user_0000319,User LG,app_acct_000156,"[""Tier 2"", ""Internal""]",2025-02-23,False,True
app_user_0000320,User LH,app_acct_000157,"[""Tier 2""]",2026-03-27,True,False
app_user_0000321,User LI,app_acct_000158,"[""Tier 1""]",2026-04-30,True,False
app_user_0000322,User LJ,app_acct_000159,"[""Tier 2""]",2026-04-30,True,False
app_user_0000323,User LK,app_acct_000160,"[""Tier 1""]",2025-09-16,True,False
app_user_0000324,User LL,app_acct_000161,"[""Tier 2""]",2026-04-19,True,False
app_user_0000325,User LM,app_acct_000162,"[""Tier 1""]",2025-08-16,True,False
