snapshot_month,billing_account_id,billing_account_name,customer_segment,lifecycle_segment,is_expansion_ready,recommended_action,reason_code
2024-03-01,bill_005967,Billing Account HUM,Small,new,0,monitor_activation,new_account
2024-03-01,bill_006931,Billing Account JFO,Medium,new,0,monitor_activation,new_account
2024-03-01,bill_008275,Billing Account LFG,Small,new,0,monitor_activation,new_account
2024-03-01,bill_008576,Billing Account LQV,Small,new,0,monitor_activation,new_account
2024-03-01,bill_009135,Billing Account MMI,Small,new,0,monitor_activation,new_account
2024-03-01,bill_009383,Billing Account MVW,Small,new,0,monitor_activation,new_account
2024-03-01,bill_010229,Billing Account OCK,Small,at_risk,0,cs_outreach_no_usage,zero_active_users
2024-03-01,bill_010679,Billing Account OTS,Small,new,0,monitor_activation,new_account
2024-03-01,bill_011747,Billing Account QIU,Medium,new,0,monitor_activation,new_account
2024-03-01,bill_013603,Billing Account TCE,Medium,new,0,monitor_activation,new_account
2024-03-01,bill_013981,Billing Account TQS,Small,new,0,monitor_activation,new_account
2024-03-01,bill_014620,Billing Account UPH,Small,new,0,monitor_activation,new_account
2024-03-01,bill_015243,Billing Account VNG,Small,new,0,monitor_activation,new_account
2024-03-01,bill_015825,Billing Account WJQ,Small,new,0,monitor_activation,new_account
2024-03-01,bill_015931,Billing Account WNS,Small,new,0,monitor_activation,new_account
2024-03-01,bill_016039,Billing Account WRW,Small,new,0,monitor_activation,new_account
2024-03-01,bill_016230,Billing Account WZF,Medium,new,0,monitor_activation,new_account
2024-03-01,bill_016284,Billing Account XBH,Small,new,0,monitor_activation,new_account
2024-03-01,bill_016950,Billing Account YAX,Medium,new,0,monitor_activation,new_account
2024-03-01,bill_017062,Billing Account YFF,Small,new,0,monitor_activation,new_account
2024-03-01,bill_018068,Billing Account ZRX,Small,new,0,monitor_activation,new_account
2024-03-01,bill_018483,Billing Account AAHW,Small,new,0,monitor_activation,new_account
2024-03-01,bill_018812,Billing Account AAUN,Small,new,0,monitor_activation,new_account
2024-03-01,bill_019068,Billing Account ABEJ,Small,new,0,monitor_activation,new_account
2024-03-01,bill_019095,Billing Account ABFK,Small,new,0,monitor_activation,new_account
2024-03-01,bill_019793,Billing Account ACGG,Medium,new,0,monitor_activation,new_account
2024-03-01,bill_019793,Billing Account ACGG,Medium,new,0,monitor_activation,new_account
2024-03-01,bill_019804,Billing Account ACGR,Small,new,0,monitor_activation,new_account
2024-03-01,bill_020371,Billing Account ADCM,Medium,new,0,monitor_activation,new_account
2024-03-01,bill_020621,Billing Account ADMC,Small,new,0,monitor_activation,new_account
2024-03-01,bill_020737,Billing Account ADQO,Small,new,0,monitor_activation,new_account
2024-03-01,bill_020852,Billing Account ADUZ,Small,new,0,monitor_activation,new_account
2024-03-01,bill_021117,Billing Account AEFE,Large,new,0,monitor_activation,new_account
2024-03-01,bill_021655,Billing Account AEZW,Small,new,0,monitor_activation,new_account
2024-03-01,bill_021879,Billing Account AFIM,Small,new,0,monitor_activation,new_account
2024-04-01,bill_001397,Billing Account BAS,Small,new,0,monitor_activation,new_account
2024-04-01,bill_001442,Billing Account BCL,Small,new,0,monitor_activation,new_account
2024-04-01,bill_001731,Billing Account BNO,Medium,new,0,monitor_activation,new_account
2024-04-01,bill_002141,Billing Account CDI,Medium,new,0,monitor_activation,new_account
2024-04-01,bill_003247,Billing Account DTW,Small,at_risk,0,cs_outreach_no_usage,zero_active_users
2024-04-01,bill_003317,Billing Account DWO,Small,new,0,monitor_activation,new_account
2024-04-01,bill_003712,Billing Account ELT,Small,new,0,monitor_activation,new_account
2024-04-01,bill_003712,Billing Account ELT,Small,new,0,monitor_activation,new_account
2024-04-01,bill_003887,Billing Account ESM,Small,new,0,monitor_activation,new_account
2024-04-01,bill_004497,Billing Account FPY,Small,new,0,monitor_activation,new_account
2024-04-01,bill_004822,Billing Account GCL,Small,new,0,monitor_activation,new_account
2024-04-01,bill_004904,Billing Account GFP,Small,new,0,monitor_activation,new_account
2024-04-01,bill_005152,Billing Account GPD,Large,new,0,monitor_activation,new_account
2024-04-01,bill_005967,Billing Account HUM,Small,new,0,monitor_activation,new_account
2024-04-01,bill_006000,Billing Account HVT,Small,new,0,monitor_activation,new_account
2024-04-01,bill_006931,Billing Account JFO,Medium,new,0,monitor_activation,new_account
2024-04-01,bill_008275,Billing Account LFG,Small,new,0,monitor_activation,new_account
2024-04-01,bill_008576,Billing Account LQV,Small,new,0,monitor_activation,new_account
2024-04-01,bill_008823,Billing Account MAI,Small,new,0,monitor_activation,new_account
2024-04-01,bill_008869,Billing Account MCC,Small,new,0,monitor_activation,new_account
2024-04-01,bill_009135,Billing Account MMI,Small,new,0,monitor_activation,new_account
2024-04-01,bill_009383,Billing Account MVW,Small,new,0,monitor_activation,new_account
2024-04-01,bill_009585,Billing Account NDQ,Small,new,0,monitor_activation,new_account
2024-04-01,bill_009624,Billing Account NFD,Small,new,0,monitor_activation,new_account
2024-04-01,bill_010229,Billing Account OCK,Small,at_risk,0,cs_outreach_no_usage,zero_active_users
2024-04-01,bill_010534,Billing Account OOD,Medium,new,0,monitor_activation,new_account
2024-04-01,bill_010679,Billing Account OTS,Small,new,0,monitor_activation,new_account
2024-04-01,bill_010962,Billing Account PEP,Small,new,0,monitor_activation,new_account
2024-04-01,bill_011334,Billing Account PSX,Small,new,0,monitor_activation,new_account
2024-04-01,bill_011359,Billing Account PTW,Medium,new,0,monitor_activation,new_account
2024-04-01,bill_011747,Billing Account QIU,Medium,new,0,monitor_activation,new_account
2024-04-01,bill_013264,Billing Account SPD,Small,new,0,monitor_activation,new_account
2024-04-01,bill_013603,Billing Account TCE,Medium,new,0,monitor_activation,new_account
2024-04-01,bill_013686,Billing Account TFJ,Small,new,0,monitor_activation,new_account
2024-04-01,bill_013882,Billing Account TMX,Small,new,0,monitor_activation,new_account
2024-04-01,bill_013981,Billing Account TQS,Small,new,0,monitor_activation,new_account
2024-04-01,bill_014620,Billing Account UPH,Small,new,0,monitor_activation,new_account
2024-04-01,bill_014809,Billing Account UWO,Small,new,0,monitor_activation,new_account
2024-04-01,bill_014867,Billing Account UYU,Large,new,0,monitor_activation,new_account
2024-04-01,bill_015211,Billing Account VMA,Small,new,0,monitor_activation,new_account
2024-04-01,bill_015243,Billing Account VNG,Small,new,0,monitor_activation,new_account
2024-04-01,bill_015825,Billing Account WJQ,Small,new,0,monitor_activation,new_account
2024-04-01,bill_015931,Billing Account WNS,Small,new,0,monitor_activation,new_account
2024-04-01,bill_016039,Billing Account WRW,Small,healthy,1,gtm_expansion_outreach,healthy_usage_and_arr
2024-04-01,bill_016230,Billing Account WZF,Medium,new,0,monitor_activation,new_account
2024-04-01,bill_016284,Billing Account XBH,Small,new,0,monitor_activation,new_account
2024-04-01,bill_016630,Billing Account XOP,Small,new,0,monitor_activation,new_account
2024-04-01,bill_016903,Billing Account XZC,Small,new,0,monitor_activation,new_account
2024-04-01,bill_016950,Billing Account YAX,Medium,new,0,monitor_activation,new_account
2024-04-01,bill_017042,Billing Account YEL,Small,new,0,monitor_activation,new_account
2024-04-01,bill_017062,Billing Account YFF,Small,new,0,monitor_activation,new_account
2024-04-01,bill_017183,Billing Account YJW,Small,new,0,monitor_activation,new_account
2024-04-01,bill_017895,Billing Account ZLG,Small,new,0,monitor_activation,new_account
2024-04-01,bill_018068,Billing Account ZRX,Small,new,0,monitor_activation,new_account
2024-04-01,bill_018483,Billing Account AAHW,Small,new,0,monitor_activation,new_account
2024-04-01,bill_018812,Billing Account AAUN,Small,new,0,monitor_activation,new_account
2024-04-01,bill_019068,Billing Account ABEJ,Small,new,0,monitor_activation,new_account
2024-04-01,bill_019095,Billing Account ABFK,Small,new,0,monitor_activation,new_account
2024-04-01,bill_019117,Billing Account ABGG,Small,new,0,monitor_activation,new_account
2024-04-01,bill_019793,Billing Account ACGG,Medium,new,0,monitor_activation,new_account
2024-04-01,bill_019793,Billing Account ACGG,Medium,new,0,monitor_activation,new_account
2024-04-01,bill_019804,Billing Account ACGR,Small,new,0,monitor_activation,new_account
2024-04-01,bill_019967,Billing Account ACMY,Small,new,0,monitor_activation,new_account
2024-04-01,bill_020158,Billing Account ACUH,Small,new,0,monitor_activation,new_account
2024-04-01,bill_020371,Billing Account ADCM,Medium,new,0,monitor_activation,new_account
2024-04-01,bill_020621,Billing Account ADMC,Small,new,0,monitor_activation,new_account
2024-04-01,bill_020737,Billing Account ADQO,Small,new,0,monitor_activation,new_account
2024-04-01,bill_020851,Billing Account ADUY,Small,new,0,monitor_activation,new_account
2024-04-01,bill_020852,Billing Account ADUZ,Small,new,0,monitor_activation,new_account
2024-04-01,bill_021117,Billing Account AEFE,Large,new,0,monitor_activation,new_account
2024-04-01,bill_021162,Billing Account AEGX,Large,new,0,monitor_activation,new_account
2024-04-01,bill_021454,Billing Account AESD,Small,new,0,monitor_activation,new_account
2024-04-01,bill_021553,Billing Account AEVY,Small,new,0,monitor_activation,new_account
2024-04-01,bill_021655,Billing Account AEZW,Small,new,0,monitor_activation,new_account
2024-04-01,bill_021879,Billing Account AFIM,Small,new,0,monitor_activation,new_account
2024-05-01,bill_000607,Billing Account WI,Medium,new,0,monitor_activation,new_account
2024-05-01,bill_000971,Billing Account AKI,Medium,new,0,monitor_activation,new_account
2024-05-01,bill_001397,Billing Account BAS,Small,new,0,monitor_activation,new_account
2024-05-01,bill_001442,Billing Account BCL,Small,new,0,monitor_activation,new_account
2024-05-01,bill_001665,Billing Account BLA,Small,new,0,monitor_activation,new_account
2024-05-01,bill_001714,Billing Account BMX,Medium,new,0,monitor_activation,new_account
2024-05-01,bill_001731,Billing Account BNO,Medium,new,0,monitor_activation,new_account
2024-05-01,bill_001828,Billing Account BRH,Small,new,0,monitor_activation,new_account
2024-05-01,bill_002141,Billing Account CDI,Medium,new,0,monitor_activation,new_account
2024-05-01,bill_003247,Billing Account DTW,Small,at_risk,0,cs_outreach_no_usage,zero_active_users
2024-05-01,bill_003317,Billing Account DWO,Small,new,0,monitor_activation,new_account
2024-05-01,bill_003705,Billing Account ELM,Small,new,0,monitor_activation,new_account
2024-05-01,bill_003712,Billing Account ELT,Small,new,0,monitor_activation,new_account
2024-05-01,bill_003712,Billing Account ELT,Small,new,0,monitor_activation,new_account
2024-05-01,bill_003887,Billing Account ESM,Small,new,0,monitor_activation,new_account
2024-05-01,bill_003979,Billing Account EWA,Small,new,0,monitor_activation,new_account
2024-05-01,bill_004376,Billing Account FLH,Medium,new,0,monitor_activation,new_account
2024-05-01,bill_004497,Billing Account FPY,Small,new,0,monitor_activation,new_account
2024-05-01,bill_004744,Billing Account FZL,Medium,new,0,monitor_activation,new_account
2024-05-01,bill_004822,Billing Account GCL,Small,new,0,monitor_activation,new_account
2024-05-01,bill_004904,Billing Account GFP,Small,new,0,monitor_activation,new_account
2024-05-01,bill_005099,Billing Account GNC,Medium,new,0,monitor_activation,new_account
2024-05-01,bill_005152,Billing Account GPD,Large,new,0,monitor_activation,new_account
2024-05-01,bill_005636,Billing Account HHT,Medium,new,0,monitor_activation,new_account
2024-05-01,bill_005967,Billing Account HUM,Small,new,0,monitor_activation,new_account
2024-05-01,bill_006000,Billing Account HVT,Small,new,0,monitor_activation,new_account
2024-05-01,bill_006317,Billing Account IHY,Small,new,0,monitor_activation,new_account
2024-05-01,bill_006931,Billing Account JFO,Medium,new,0,monitor_activation,new_account
2024-05-01,bill_007139,Billing Account JNO,Medium,new,0,monitor_activation,new_account
2024-05-01,bill_007519,Billing Account KCE,Medium,new,0,monitor_activation,new_account
2024-05-01,bill_007946,Billing Account KSP,Medium,new,0,monitor_activation,new_account
2024-05-01,bill_008275,Billing Account LFG,Small,new,0,monitor_activation,new_account
2024-05-01,bill_008569,Billing Account LQO,Small,new,0,monitor_activation,new_account
2024-05-01,bill_008576,Billing Account LQV,Small,new,0,monitor_activation,new_account
2024-05-01,bill_008590,Billing Account LRJ,Small,new,0,monitor_activation,new_account
2024-05-01,bill_008689,Billing Account LVE,Small,new,0,monitor_activation,new_account
2024-05-01,bill_008823,Billing Account MAI,Small,new,0,monitor_activation,new_account
2024-05-01,bill_008863,Billing Account MBW,Small,new,0,monitor_activation,new_account
2024-05-01,bill_008869,Billing Account MCC,Small,new,0,monitor_activation,new_account
2024-05-01,bill_009135,Billing Account MMI,Small,new,0,monitor_activation,new_account
2024-05-01,bill_009383,Billing Account MVW,Small,new,0,monitor_activation,new_account
2024-05-01,bill_009392,Billing Account MWF,Medium,new,0,monitor_activation,new_account
2024-05-01,bill_009585,Billing Account NDQ,Small,new,0,monitor_activation,new_account
2024-05-01,bill_009624,Billing Account NFD,Small,new,0,monitor_activation,new_account
2024-05-01,bill_009816,Billing Account NMN,Small,new,0,monitor_activation,new_account
2024-05-01,bill_009977,Billing Account NSS,Medium,new,0,monitor_activation,new_account
2024-05-01,bill_010229,Billing Account OCK,Small,at_risk,0,cs_outreach_no_usage,zero_active_users
2024-05-01,bill_010508,Billing Account OND,Large,new,0,monitor_activation,new_account
2024-05-01,bill_010534,Billing Account OOD,Medium,new,0,monitor_activation,new_account
2024-05-01,bill_010679,Billing Account OTS,Small,new,0,monitor_activation,new_account
2024-05-01,bill_010962,Billing Account PEP,Small,new,0,monitor_activation,new_account
2024-05-01,bill_011334,Billing Account PSX,Small,new,0,monitor_activation,new_account
2024-05-01,bill_011359,Billing Account PTW,Medium,new,0,monitor_activation,new_account
2024-05-01,bill_011747,Billing Account QIU,Medium,at_risk,0,cs_outreach_no_usage,zero_active_users
2024-05-01,bill_012861,Billing Account RZQ,Small,new,0,monitor_activation,new_account
2024-05-01,bill_012979,Billing Account SEE,Small,new,0,monitor_activation,new_account
2024-05-01,bill_012979,Billing Account SEE,Small,new,0,monitor_activation,new_account
2024-05-01,bill_013203,Billing Account SMU,Medium,new,0,monitor_activation,new_account
2024-05-01,bill_013264,Billing Account SPD,Small,new,0,monitor_activation,new_account
2024-05-01,bill_013603,Billing Account TCE,Medium,at_risk,0,cs_outreach_no_usage,zero_active_users
2024-05-01,bill_013686,Billing Account TFJ,Small,new,0,monitor_activation,new_account
2024-05-01,bill_013876,Billing Account TMR,Small,new,0,monitor_activation,new_account
2024-05-01,bill_013882,Billing Account TMX,Small,new,0,monitor_activation,new_account
2024-05-01,bill_013981,Billing Account TQS,Small,at_risk,1,cs_outreach_contraction,recent_contraction
2024-05-01,bill_014220,Billing Account TZX,Small,new,0,monitor_activation,new_account
2024-05-01,bill_014519,Billing Account ULK,Small,new,0,monitor_activation,new_account
2024-05-01,bill_014620,Billing Account UPH,Small,healthy,1,gtm_expansion_outreach,healthy_usage_and_arr
2024-05-01,bill_014809,Billing Account UWO,Small,new,0,monitor_activation,new_account
2024-05-01,bill_014867,Billing Account UYU,Large,new,0,monitor_activation,new_account
2024-05-01,bill_015185,Billing Account VLA,Small,new,0,monitor_activation,new_account
2024-05-01,bill_015185,Billing Account VLA,Small,new,0,monitor_activation,new_account
2024-05-01,bill_015185,Billing Account VLA,Small,new,0,monitor_activation,new_account
2024-05-01,bill_015211,Billing Account VMA,Small,new,0,monitor_activation,new_account
2024-05-01,bill_015243,Billing Account VNG,Small,new,0,monitor_activation,new_account
2024-05-01,bill_015327,Billing Account VQM,Small,new,0,monitor_activation,new_account
2024-05-01,bill_015825,Billing Account WJQ,Small,new,0,monitor_activation,new_account
2024-05-01,bill_015931,Billing Account WNS,Small,new,0,monitor_activation,new_account
2024-05-01,bill_015994,Billing Account WQD,Small,new,0,monitor_activation,new_account
2024-05-01,bill_016039,Billing Account WRW,Small,healthy,1,gtm_expansion_outreach,healthy_usage_and_arr
2024-05-01,bill_016230,Billing Account WZF,Medium,new,0,monitor_activation,new_account
2024-05-01,bill_016272,Billing Account XAV,Medium,new,0,monitor_activation,new_account
2024-05-01,bill_016272,Billing Account XAV,Medium,new,0,monitor_activation,new_account
2024-05-01,bill_016284,Billing Account XBH,Small,new,0,monitor_activation,new_account
2024-05-01,bill_016401,Billing Account XFU,Small,new,0,monitor_activation,new_account
2024-05-01,bill_016630,Billing Account XOP,Small,new,0,monitor_activation,new_account
2024-05-01,bill_016680,Billing Account XQN,Small,new,0,monitor_activation,new_account
2024-05-01,bill_016711,Billing Account XRS,Medium,new,0,monitor_activation,new_account
2024-05-01,bill_016903,Billing Account XZC,Small,new,0,monitor_activation,new_account
2024-05-01,bill_016940,Billing Account YAN,Small,new,0,monitor_activation,new_account
2024-05-01,bill_016940,Billing Account YAN,Small,new,0,monitor_activation,new_account
2024-05-01,bill_016940,Billing Account YAN,Small,new,0,monitor_activation,new_account
2024-05-01,bill_016950,Billing Account YAX,Medium,new,0,monitor_activation,new_account
2024-05-01,bill_016957,Billing Account YBE,Medium,new,0,monitor_activation,new_account
2024-05-01,bill_017042,Billing Account YEL,Small,new,0,monitor_activation,new_account
2024-05-01,bill_017062,Billing Account YFF,Small,at_risk,0,cs_outreach_no_usage,zero_active_users
2024-05-01,bill_017183,Billing Account YJW,Small,new,0,monitor_activation,new_account
2024-05-01,bill_017251,Billing Account YMM,Small,new,0,monitor_activation,new_account
2024-05-01,bill_017285,Billing Account YNU,Small,new,0,monitor_activation,new_account
2024-05-01,bill_017805,Billing Account ZHU,Small,new,0,monitor_activation,new_account
2024-05-01,bill_017895,Billing Account ZLG,Small,new,0,monitor_activation,new_account
2024-05-01,bill_018068,Billing Account ZRX,Small,new,0,monitor_activation,new_account
2024-05-01,bill_018299,Billing Account AAAU,Small,new,0,monitor_activation,new_account
2024-05-01,bill_018483,Billing Account AAHW,Small,new,0,monitor_activation,new_account
2024-05-01,bill_018630,Billing Account AANN,Small,new,0,monitor_activation,new_account
2024-05-01,bill_018700,Billing Account AAQF,Medium,new,0,monitor_activation,new_account
2024-05-01,bill_018812,Billing Account AAUN,Small,at_risk,0,cs_outreach_no_usage,zero_active_users
2024-05-01,bill_018961,Billing Account ABAG,Small,new,0,monitor_activation,new_account
2024-05-01,bill_019010,Billing Account ABCD,Medium,new,0,monitor_activation,new_account
2024-05-01,bill_019068,Billing Account ABEJ,Small,at_risk,0,cs_outreach_no_usage,zero_active_users
2024-05-01,bill_019095,Billing Account ABFK,Small,healthy,1,gtm_expansion_outreach,healthy_usage_and_arr
2024-05-01,bill_019117,Billing Account ABGG,Small,new,0,monitor_activation,new_account
2024-05-01,bill_019177,Billing Account ABIO,Small,new,0,monitor_activation,new_account
2024-05-01,bill_019278,Billing Account ABML,Small,new,0,monitor_activation,new_account
2024-05-01,bill_019793,Billing Account ACGG,Medium,new,0,monitor_activation,new_account
2024-05-01,bill_019793,Billing Account ACGG,Medium,new,0,monitor_activation,new_account
2024-05-01,bill_019804,Billing Account ACGR,Small,new,0,monitor_activation,new_account
2024-05-01,bill_019815,Billing Account ACHC,Small,new,0,monitor_activation,new_account
2024-05-01,bill_019967,Billing Account ACMY,Small,new,0,monitor_activation,new_account
2024-05-01,bill_020063,Billing Account ACQQ,Medium,new,0,monitor_activation,new_account
2024-05-01,bill_020158,Billing Account ACUH,Small,new,0,monitor_activation,new_account
2024-05-01,bill_020371,Billing Account ADCM,Medium,healthy,1,gtm_expansion_outreach,healthy_usage_and_arr
2024-05-01,bill_020621,Billing Account ADMC,Small,at_risk,0,cs_outreach_no_usage,zero_active_users
2024-05-01,bill_020659,Billing Account ADNO,Large,new,0,monitor_activation,new_account
2024-05-01,bill_020737,Billing Account ADQO,Small,new,0,monitor_activation,new_account
2024-05-01,bill_020851,Billing Account ADUY,Small,new,0,monitor_activation,new_account
2024-05-01,bill_020852,Billing Account ADUZ,Small,new,0,monitor_activation,new_account
2024-05-01,bill_021067,Billing Account AEDG,Small,new,0,monitor_activation,new_account
2024-05-01,bill_021117,Billing Account AEFE,Large,new,0,monitor_activation,new_account
2024-05-01,bill_021162,Billing Account AEGX,Large,new,0,monitor_activation,new_account
2024-05-01,bill_021454,Billing Account AESD,Small,new,0,monitor_activation,new_account
2024-05-01,bill_021553,Billing Account AEVY,Small,new,0,monitor_activation,new_account
2024-05-01,bill_021655,Billing Account AEZW,Small,new,0,monitor_activation,new_account
2024-05-01,bill_021879,Billing Account AFIM,Small,at_risk,1,cs_outreach_contraction,recent_contraction
2024-06-01,bill_000316,Billing Account LD,Small,new,0,monitor_activation,new_account
2024-06-01,bill_000607,Billing Account WI,Medium,new,0,monitor_activation,new_account
2024-06-01,bill_000675,Billing Account YY,Small,new,0,monitor_activation,new_account
2024-06-01,bill_000736,Billing Account ABH,Medium,new,0,monitor_activation,new_account
2024-06-01,bill_000914,Billing Account AID,Medium,new,0,monitor_activation,new_account
2024-06-01,bill_000971,Billing Account AKI,Medium,new,0,monitor_activation,new_account
2024-06-01,bill_001028,Billing Account AMN,Small,new,0,monitor_activation,new_account
2024-06-01,bill_001397,Billing Account BAS,Small,new,0,monitor_activation,new_account
2024-06-01,bill_001442,Billing Account BCL,Small,new,0,monitor_activation,new_account
2024-06-01,bill_001665,Billing Account BLA,Small,new,0,monitor_activation,new_account
2024-06-01,bill_001714,Billing Account BMX,Medium,new,0,monitor_activation,new_account
2024-06-01,bill_001731,Billing Account BNO,Medium,at_risk,0,cs_outreach_no_usage,zero_active_users
2024-06-01,bill_001828,Billing Account BRH,Small,new,0,monitor_activation,new_account
2024-06-01,bill_002141,Billing Account CDI,Medium,new,0,monitor_activation,new_account
2024-06-01,bill_002520,Billing Account CRX,Medium,new,0,monitor_activation,new_account
2024-06-01,bill_002815,Billing Account DDG,Small,new,0,monitor_activation,new_account
2024-06-01,bill_003247,Billing Account DTW,Small,healthy,1,gtm_expansion_outreach,healthy_usage_and_arr
2024-06-01,bill_003269,Billing Account DUS,Small,new,0,monitor_activation,new_account
2024-06-01,bill_003317,Billing Account DWO,Small,new,0,monitor_activation,new_account
2024-06-01,bill_003483,Billing Account ECY,Small,new,0,monitor_activation,new_account
2024-06-01,bill_003520,Billing Account EEJ,Small,new,0,monitor_activation,new_account
2024-06-01,bill_003539,Billing Account EFC,Small,new,0,monitor_activation,new_account
2024-06-01,bill_003539,Billing Account EFC,Small,new,0,monitor_activation,new_account
2024-06-01,bill_003539,Billing Account EFC,Small,new,0,monitor_activation,new_account
2024-06-01,bill_003683,Billing Account EKQ,Small,new,0,monitor_activation,new_account
2024-06-01,bill_003705,Billing Account ELM,Small,new,0,monitor_activation,new_account
2024-06-01,bill_003712,Billing Account ELT,Small,at_risk,0,cs_outreach_no_usage,zero_active_users
2024-06-01,bill_003712,Billing Account ELT,Small,new,0,monitor_activation,new_account
2024-06-01,bill_003887,Billing Account ESM,Small,new,0,monitor_activation,new_account
2024-06-01,bill_003979,Billing Account EWA,Small,new,0,monitor_activation,new_account
2024-06-01,bill_004376,Billing Account FLH,Medium,new,0,monitor_activation,new_account
2024-06-01,bill_004497,Billing Account FPY,Small,at_risk,0,cs_outreach_no_usage,zero_active_users
2024-06-01,bill_004601,Billing Account FTY,Small,new,0,monitor_activation,new_account
2024-06-01,bill_004744,Billing Account FZL,Medium,new,0,monitor_activation,new_account
2024-06-01,bill_004822,Billing Account GCL,Small,at_risk,0,cs_outreach_no_usage,zero_active_users
2024-06-01,bill_004904,Billing Account GFP,Small,new,0,monitor_activation,new_account
2024-06-01,bill_005051,Billing Account GLG,Small,new,0,monitor_activation,new_account
2024-06-01,bill_005099,Billing Account GNC,Medium,new,0,monitor_activation,new_account
2024-06-01,bill_005116,Billing Account GNT,Small,new,0,monitor_activation,new_account
2024-06-01,bill_005136,Billing Account GON,Small,new,0,monitor_activation,new_account
2024-06-01,bill_005152,Billing Account GPD,Large,new,0,monitor_activation,new_account
2024-06-01,bill_005169,Billing Account GPU,Small,new,0,monitor_activation,new_account
2024-06-01,bill_005392,Billing Account GYJ,Medium,new,0,monitor_activation,new_account
2024-06-01,bill_005529,Billing Account HDQ,Medium,new,0,monitor_activation,new_account
2024-06-01,bill_005571,Billing Account HFG,Small,new,0,monitor_activation,new_account
2024-06-01,bill_005599,Billing Account HGI,Large,new,0,monitor_activation,new_account
2024-06-01,bill_005622,Billing Account HHF,Medium,new,0,monitor_activation,new_account
2024-06-01,bill_005636,Billing Account HHT,Medium,new,0,monitor_activation,new_account
2024-06-01,bill_005967,Billing Account HUM,Small,new,0,monitor_activation,new_account
2024-06-01,bill_006000,Billing Account HVT,Small,new,0,monitor_activation,new_account
2024-06-01,bill_006317,Billing Account IHY,Small,new,0,monitor_activation,new_account
2024-06-01,bill_006493,Billing Account IOS,Small,new,0,monitor_activation,new_account
2024-06-01,bill_006558,Billing Account IRF,Small,new,0,monitor_activation,new_account
2024-06-01,bill_006931,Billing Account JFO,Medium,at_risk,0,cs_outreach_no_usage,zero_active_users
2024-06-01,bill_007094,Billing Account JLV,Medium,new,0,monitor_activation,new_account
2024-06-01,bill_007139,Billing Account JNO,Medium,new,0,monitor_activation,new_account
2024-06-01,bill_007500,Billing Account KBL,Small,new,0,monitor_activation,new_account
2024-06-01,bill_007519,Billing Account KCE,Medium,new,0,monitor_activation,new_account
2024-06-01,bill_007640,Billing Account KGV,Small,new,0,monitor_activation,new_account
2024-06-01,bill_007746,Billing Account KKX,Small,new,0,monitor_activation,new_account
2024-06-01,bill_007909,Billing Account KRE,Medium,new,0,monitor_activation,new_account
2024-06-01,bill_007946,Billing Account KSP,Medium,new,0,monitor_activation,new_account
2024-06-01,bill_008275,Billing Account LFG,Small,new,0,monitor_activation,new_account
2024-06-01,bill_008444,Billing Account LLT,Small,new,0,monitor_activation,new_account
